vehicle_id,model_name,brand,body_type,segment,usable_battery_kwh,real_range_km,efficiency_wh_km,acceleration_0_100_s,top_speed_km_h,towing_capacity_kg,price_eur,charging_time_min,max_charging_power_kw,horsepower_hp,torque_nm,maintenance_cost_euro_year,seating_capacity,boot_capacity_l,adas_level,safety_rating_euro_ncap,usage_type,energy_cost_euro_100km,insurance_rating,powertrain_type,fuel_type,segment_system,adas_level_clean,vehicle_classification
142,Volvo VV1,Volvo,Crossover,D,0,964,586,8.6,250,1510,63367,0,0,258,496,685,5,438,2,5,Personal,9.66,6,Diesel,Diesel,Vehicle_Size,2,ICE
143,Porsche RR-66,Porsche,Sedan,C,0,836,563,10.2,243,858,41920,0,0,163,260,682,5,472,1,4,Personal,9.28,3,Diesel,Diesel,Vehicle_Size,1,ICE
144,Toyota DD-2,Toyota,MPV,B,0,805,522,12.1,185,1078,27707,0,0,86,125,626,6,951,0,5,Personal,9.96,3,Petrol,Petrol,Vehicle_Size,0,ICE
145,Lamborghini U2,Lamborghini,SUV,C,1.3,900,312,8.7,220,1837,44091,0,0,148,244,509,7,574,1,4,Commercial,5.36,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
146,Citroën TT-3,Citroën,Coupe,E,0,933,683,9.6,250,502,68429,0,0,203,309,582,2,330,1,4,Personal,13.05,5,Petrol,Petrol,Vehicle_Size,1,ICE
147,Skoda I6 Pro,Skoda,MPV,A,0,504,682,9.6,219,1067,28602,0,0,130,211,419,7,823,1,5,Personal,13.04,3,Petrol,Petrol,Vehicle_Size,1,ICE
148,Volvo Q8x,Volvo,SUV,A,0.9,798,499,9.6,235,1724,41234,0,0,188,284,644,7,477,1,4,Commercial,8.59,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
149,Fiat H33,Fiat,MPV,C,0,879,513,11,186,1177,35813,0,0,85,139,533,8,930,0,4,Personal,9.79,2,Petrol,Petrol,Vehicle_Size,0,ICE
150,Volkswagen B3,Volkswagen,Sedan,D,0,1100,450,8.9,250,717,64256,0,0,247,460,555,5,408,2,4,Personal,6.47,5,Diesel,Diesel,Vehicle_Size,2,ICE
151,Ford T-Class,Ford,Crossover,C,0,893,526,9.9,230,1413,44933,0,0,150,250,441,5,696,1,3,Personal,8.67,3,Diesel,Diesel,Vehicle_Size,1,ICE
152,Land Rover V6 Pro,Land Rover,Hatchback,E,0,1100,450,7.8,250,776,82208,0,0,316,632,709,5,325,2,5,Commercial,7.21,7,Diesel,Diesel,Vehicle_Size,2,ICE
153,Audi T-Class,Audi,SUV,A,0,882,487,10.8,183,1741,23468,0,0,70,134,699,6,721,0,5,Personal,8.03,1,Diesel,Diesel,Vehicle_Size,0,ICE
154,Toyota E88,Toyota,Sedan,C,0,583,700,9.9,211,804,43829,0,0,154,205,733,5,595,1,5,Commercial,13.54,3,Petrol,Petrol,Vehicle_Size,1,ICE
155,Mercedes-Benz U-Class,Mercedes-Benz,Hatchback,C,0,767,582,10.5,220,830,42221,0,0,129,170,372,5,520,1,5,Commercial,11.11,3,Petrol,Petrol,Vehicle_Size,1,ICE
156,Subaru M-Class,Subaru,Hatchback,C,0,790,574,10.6,246,742,43421,0,0,171,284,665,5,448,1,3,Personal,10.96,4,Petrol,Petrol,Vehicle_Size,1,ICE
157,Citroën T3 Pro,Citroën,SUV,C,0,882,526,10.5,235,1883,39957,0,0,147,238,634,6,466,1,4,Personal,10.05,4,Petrol,Petrol,Vehicle_Size,1,ICE
158,Mazda H9,Mazda,Crossover,D,0,1100,461,9.2,250,1406,57044,0,0,206,417,790,6,431,1,4,Personal,7.61,4,Diesel,Diesel,Vehicle_Size,1,ICE
159,Suzuki B7 Pro,Suzuki,SUV,C,0,813,594,10.5,213,1766,41623,0,0,141,231,592,5,742,1,3,Personal,11.35,2,Petrol,Petrol,Vehicle_Size,1,ICE
160,Kia GG4,Kia,Sedan,D,0.8,900,380,8.5,250,899,70338,0,0,277,390,576,5,492,2,4,Personal,6.53,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
161,Mercedes-Benz CC-6,Mercedes-Benz,Pickup,B,0,917,450,10.7,213,2500,35952,0,0,123,187,668,3,0,1,4,Personal,7.35,5,Diesel,Diesel,Vehicle_Size,1,ICE
162,Rolls-Royce WW-8,Rolls-Royce,MPV,C,0,678,629,8.9,240,1474,47446,0,0,180,281,249,8,565,1,5,Personal,12.01,4,Petrol,Petrol,Vehicle_Size,1,ICE
163,Peugeot UU-66,Peugeot,Hatchback,C,0,992,541,9.8,232,710,47760,0,0,185,330,492,5,359,1,4,Personal,8.93,4,Diesel,Diesel,Vehicle_Size,1,ICE
164,Volkswagen UU5,Volkswagen,SUV,C,0,795,628,9.2,228,1930,49321,0,0,196,398,513,7,675,1,4,Personal,10.36,4,Diesel,Diesel,Vehicle_Size,1,ICE
165,Toyota L3x,Toyota,Crossover,B,0,608,689,10.8,188,1775,30227,0,0,89,170,473,7,452,0,5,Personal,11.36,2,Diesel,Diesel,Vehicle_Size,0,ICE
166,Skoda 111,Skoda,Wagon,F,0,1100,548,6.2,250,1406,116257,0,0,348,610,477,5,825,2,5,Personal,10.47,9,Petrol,Petrol,Vehicle_Size,2,ICE
167,Ford HH-11,Ford,SUV,E,0,1039,581,8.5,250,1819,77011,0,0,263,442,540,7,741,2,4,Personal,11.1,5,Petrol,Petrol,Vehicle_Size,2,ICE
168,Ford XX-4,Ford,Wagon,D,0,1100,471,10.4,216,1338,45473,0,0,142,232,469,5,765,1,4,Commercial,8.99,4,Petrol,Petrol,Vehicle_Size,1,ICE
169,Opel UU-44,Opel,Hatchback,E,1.3,900,443,7.5,250,715,83155,0,0,267,421,578,5,421,2,5,Personal,7.61,6,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
170,Dacia QQ-6,Dacia,SUV,B,0,717,606,8.4,250,1795,35080,0,0,207,329,608,7,492,1,5,Personal,11.57,4,Petrol,Petrol,Vehicle_Size,1,ICE
171,Citroën G7x,Citroën,Wagon,C,0,990,521,11.2,241,1301,42667,0,0,144,258,436,5,660,1,4,Personal,8.6,4,Diesel,Diesel,Vehicle_Size,1,ICE
172,Volvo A66,Volvo,Crossover,C,1,900,385,10.4,226,1606,44451,0,0,155,267,489,7,482,1,3,Personal,6.62,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
173,Peugeot C6,Peugeot,Coupe,E,0,1097,525,8.1,250,561,78507,0,0,268,380,600,2,302,2,5,Personal,10.02,7,Petrol,Petrol,Vehicle_Size,2,ICE
174,Porsche S2,Porsche,Hatchback,B,0,814,521,11.1,196,680,34339,0,0,108,219,343,5,496,0,3,Commercial,8.59,1,Diesel,Diesel,Vehicle_Size,0,ICE
175,Audi K88,Audi,Hatchback,B,0,712,650,10,240,642,34871,0,0,136,246,573,5,495,1,4,Personal,10.73,2,Diesel,Diesel,Vehicle_Size,1,ICE
176,Volkswagen VV-6,Volkswagen,Hatchback,D,0,801,655,9.5,250,555,54426,0,0,172,261,582,5,501,1,3,Personal,12.51,4,Petrol,Petrol,Vehicle_Size,1,ICE
177,Fiat A4,Fiat,Sedan,B,1.8,640,500,9.9,239,919,34769,0,0,156,219,635,5,462,1,5,Personal,10.55,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
178,DS Automobiles KK-3,DS Automobiles,Hatchback,D,0,916,633,9.7,250,728,56151,0,0,203,335,463,5,464,1,4,Personal,10.44,4,Diesel,Diesel,Vehicle_Size,1,ICE
179,Jaguar II-3,Jaguar,SUV,B,0,636,700,8.4,250,1900,38465,0,0,193,307,548,6,615,1,5,Personal,13.57,3,Petrol,Petrol,Vehicle_Size,1,ICE
180,Hyundai SS4,Hyundai,SUV,D,1.9,900,443,8.3,250,1625,63010,0,0,217,298,729,5,558,1,4,Commercial,7.62,6,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
181,Jaguar G11,Jaguar,Crossover,E,0,1100,450,7.5,250,1512,80075,0,0,256,383,445,6,680,2,5,Personal,6.71,7,Diesel,Diesel,Vehicle_Size,2,ICE
182,Land Rover I22,Land Rover,SUV,C,0,1022,450,9.9,250,1776,48737,0,0,186,266,561,7,542,1,4,Commercial,8.44,3,Petrol,Petrol,Vehicle_Size,1,ICE
183,Volvo W3,Volvo,Hatchback,B,0,936,458,11.3,195,693,26979,0,0,70,102,309,5,443,0,5,Personal,8.76,1,Petrol,Petrol,Vehicle_Size,0,ICE
184,Opel V2x,Opel,Crossover,A,1.9,900,416,8.9,234,1649,37225,0,0,183,323,508,7,444,1,3,Personal,7.15,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
185,Kia GG5,Kia,Hatchback,A,11.7,717,500,11.1,184,854,25887,33,0,75,120,399,5,432,0,5,Commercial,6.86,1,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
186,Mazda HH-66,Mazda,Convertible,B,1,900,448,9,236,122,36767,0,0,188,282,608,3,245,1,4,Personal,7.7,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
187,Seat WW3,Seat,Hatchback,C,0,851,529,8.3,250,711,45248,0,0,203,364,537,5,316,1,4,Personal,10.1,3,Petrol,Petrol,Vehicle_Size,1,ICE
188,BMW U7 Pro,BMW,SUV,C,1.5,900,443,10.8,228,1777,42565,0,0,149,221,386,7,596,1,5,Commercial,7.61,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
189,Hyundai 333,Hyundai,MPV,B,0,1100,450,10.5,211,1344,30993,0,0,113,231,750,6,956,0,4,Personal,6.08,2,Diesel,Diesel,Vehicle_Size,0,ICE
190,Peugeot G44,Peugeot,Crossover,B,0,874,528,11.2,220,1705,31533,0,0,126,256,597,7,503,1,5,Personal,8.71,2,Diesel,Diesel,Vehicle_Size,1,ICE
191,Porsche N6 Pro,Porsche,Crossover,E,1,900,343,6.6,250,1692,81531,0,0,300,493,748,6,553,2,5,Personal,5.9,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
192,Peugeot UU7,Peugeot,Crossover,B,0.9,900,312,11.1,211,1559,28783,0,0,100,156,379,6,641,0,4,Commercial,5.36,3,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
193,Mercedes-Benz BB-4,Mercedes-Benz,Hatchback,C,0,746,573,9.3,214,705,39121,0,0,141,241,487,5,328,1,4,Personal,10.95,4,Petrol,Petrol,Vehicle_Size,1,ICE
194,Ford K3 Pro,Ford,Crossover,C,1.8,900,500,11.3,223,1583,44039,0,0,157,230,664,7,490,1,5,Personal,8.62,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
195,Audi HH1,Audi,Convertible,A,0,745,501,10.3,175,91,25043,0,0,70,119,452,4,224,0,5,Personal,8.27,2,Diesel,Diesel,Vehicle_Size,0,ICE
196,Renault E-Class,Renault,Pickup,E,16,900,414,9.7,250,2452,70639,33,0,233,327,589,4,0,1,4,Personal,5,5,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
197,Lexus GG-22,Lexus,SUV,B,0,513,700,10.5,209,1777,36060,0,0,120,172,514,6,482,1,4,Personal,13.82,3,Petrol,Petrol,Vehicle_Size,1,ICE
198,Mini WW-22,Mini,SUV,D,1.8,900,500,8.7,243,2166,62800,0,0,219,300,298,6,625,1,4,Commercial,8.96,6,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
199,Renault R77,Renault,Wagon,C,1.3,874,488,10.5,198,1152,40502,0,0,139,241,525,5,673,1,4,Personal,8.39,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
200,Opel M8 Pro,Opel,Crossover,D,0,1100,497,8.7,244,1602,56985,0,0,193,251,516,5,480,1,4,Personal,9.5,5,Petrol,Petrol,Vehicle_Size,1,ICE
201,Kia P3 Pro,Kia,Sedan,D,0.9,900,450,9.8,250,838,56857,0,0,189,286,544,5,555,1,5,Sports,7.73,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
202,Cupra XX6,Cupra,Hatchback,D,0,930,587,9,250,685,60055,0,0,242,359,509,5,424,2,5,Personal,11.22,6,Petrol,Petrol,Vehicle_Size,2,ICE
203,Volvo X8 Pro,Volvo,Hatchback,C,1.3,900,328,9.7,245,589,42376,0,0,166,248,395,5,340,1,5,Personal,5.64,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
204,Audi QQ-55,Audi,SUV,C,0,1100,450,9.5,242,1690,44202,0,0,189,325,466,6,548,1,5,Personal,8.22,4,Petrol,Petrol,Vehicle_Size,1,ICE
205,Volkswagen V1x,Volkswagen,Hatchback,D,0,711,700,11.6,207,774,49542,0,0,122,209,460,5,429,1,4,Personal,15.51,4,Petrol,Petrol,Vehicle_Size,1,ICE
206,Peugeot HH-4,Peugeot,Hatchback,C,0,845,597,10,235,760,42912,0,0,173,324,677,5,364,1,4,Personal,9.85,3,Diesel,Diesel,Vehicle_Size,1,ICE
207,Mercedes-Benz HH-77,Mercedes-Benz,Hatchback,C,0,788,594,9.2,244,921,48386,0,0,169,278,484,5,319,1,4,Personal,11.34,3,Petrol,Petrol,Vehicle_Size,1,ICE
208,Subaru KK-7,Subaru,MPV,B,0,1100,450,10.9,232,1203,33698,0,0,124,244,588,6,886,1,5,Sports,6.21,3,Diesel,Diesel,Vehicle_Size,1,ICE
209,Mercedes-Benz T3x,Mercedes-Benz,Hatchback,B,0,820,570,10.4,199,719,30363,0,0,108,186,589,5,359,0,4,Personal,9.41,2,Diesel,Diesel,Vehicle_Size,0,ICE
210,Volvo II9,Volvo,Hatchback,C,13.5,900,358,9.3,229,695,46302,51,0,164,250,483,5,441,1,3,Personal,5,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
211,Honda 222,Honda,SUV,A,1.2,792,461,10.4,223,1683,28684,0,0,145,206,653,5,759,1,4,Commercial,7.92,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
212,Toyota P-Class,Toyota,Sedan,C,0,876,526,10,203,971,38786,0,0,112,182,522,5,395,0,4,Personal,8.68,3,Diesel,Diesel,Vehicle_Size,0,ICE
213,Renault HH1,Renault,Pickup,A,1.9,900,464,10.1,215,2480,30469,0,0,143,253,468,4,0,1,4,Personal,6.89,3,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
214,Ford RR-66,Ford,MPV,C,0,767,610,10.3,227,1028,43879,0,0,158,265,677,8,573,1,4,Personal,11.64,4,Petrol,Petrol,Vehicle_Size,1,ICE
215,Suzuki P8x,Suzuki,SUV,D,0.9,900,500,10.2,243,1933,66425,0,0,205,312,589,5,548,1,5,Commercial,9.84,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
216,Hyundai O6x,Hyundai,SUV,C,0,983,467,10.4,234,1731,41365,0,0,151,230,304,7,697,1,4,Commercial,7.71,4,Diesel,Diesel,Vehicle_Size,1,ICE
217,Mercedes-Benz LL-55,Mercedes-Benz,SUV,D,1.7,900,500,8,250,1840,63360,0,0,217,363,261,7,452,1,4,Personal,8.63,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
218,Mercedes-Benz A3x,Mercedes-Benz,Hatchback,A,0,946,450,8.9,232,744,32339,0,0,171,350,794,5,303,1,4,Personal,7.31,2,Diesel,Diesel,Vehicle_Size,1,ICE
219,Aston Martin HH-55,Aston Martin,Sedan,A,0,580,686,11.8,222,925,24260,0,0,104,183,522,5,575,0,4,Personal,13.1,3,Petrol,Petrol,Vehicle_Size,0,ICE
220,Seat 222,Seat,Hatchback,D,0,928,619,9.6,225,579,51889,0,0,152,252,521,5,421,1,4,Personal,11.82,3,Petrol,Petrol,Vehicle_Size,1,ICE
221,Opel R-Class,Opel,Hatchback,D,0,915,615,8.5,235,868,56201,0,0,188,350,346,5,328,1,4,Personal,10.14,5,Diesel,Diesel,Vehicle_Size,1,ICE
222,Volvo V2 Pro,Volvo,Crossover,D,1.9,900,500,9.1,243,1413,53466,0,0,169,230,534,7,502,1,4,Personal,9.87,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
223,Mazda H-Class,Mazda,Hatchback,D,0,1016,577,11.1,196,405,50132,0,0,114,154,392,5,419,0,3,Personal,11.02,5,Petrol,Petrol,Vehicle_Size,0,ICE
224,Dacia 666,Dacia,Hatchback,D,0,990,590,10.2,229,802,49029,0,0,144,206,498,5,349,1,4,Personal,11.28,1,Petrol,Petrol,Vehicle_Size,1,ICE
225,Citroën S4,Citroën,SUV,D,0,950,582,9.6,250,1898,55988,0,0,195,308,479,5,498,1,5,Personal,11.11,4,Petrol,Petrol,Vehicle_Size,1,ICE
226,Aston Martin GG6,Aston Martin,SUV,D,0,1075,533,8.5,250,1657,62727,0,0,241,423,560,5,637,2,4,Personal,10.17,6,Petrol,Petrol,Vehicle_Size,2,ICE
227,Volkswagen K-Class,Volkswagen,Hatchback,D,0,763,662,8,250,699,61597,0,0,230,399,611,5,317,1,4,Personal,12.65,4,Petrol,Petrol,Vehicle_Size,1,ICE
228,Toyota XX-3,Toyota,Hatchback,A,0,513,668,10.3,175,830,19362,0,0,70,102,537,5,518,0,4,Personal,12.77,2,Petrol,Petrol,Vehicle_Size,0,ICE
229,Nissan I1 Pro,Nissan,Sedan,A,0,966,450,10.8,199,1069,24243,0,0,73,125,536,5,558,0,3,Personal,6.12,1,Diesel,Diesel,Vehicle_Size,0,ICE
230,Mercedes-Benz K-Class,Mercedes-Benz,Sedan,C,0,860,528,10.8,201,973,33896,0,0,107,156,527,5,436,0,5,Personal,10.09,3,Petrol,Petrol,Vehicle_Size,0,ICE
231,Audi N1x,Audi,Coupe,C,13.5,900,300,10.6,189,599,34678,48,0,70,110,278,4,372,0,5,Personal,5,2,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
232,Fiat VV-99,Fiat,MPV,D,0,1100,450,10,242,1286,49291,0,0,183,312,550,5,776,1,5,Personal,7.65,5,Petrol,Petrol,Vehicle_Size,1,ICE
233,Dacia N44,Dacia,SUV,C,0,674,669,8.9,236,1784,45998,0,0,177,300,581,7,544,1,4,Personal,12.77,4,Petrol,Petrol,Vehicle_Size,1,ICE
234,Lexus ZZ-4,Lexus,SUV,B,0,979,450,9.8,206,1669,29551,0,0,105,183,503,6,590,0,4,Personal,8.5,2,Petrol,Petrol,Vehicle_Size,0,ICE
235,Porsche HH-99,Porsche,Wagon,D,0,1100,491,10.2,226,1169,51157,0,0,139,217,712,5,809,1,4,Personal,9.38,4,Petrol,Petrol,Vehicle_Size,1,ICE
236,Ford P8 Pro,Ford,Crossover,B,8.1,900,390,11.2,205,1635,32818,46,0,106,173,482,6,656,0,4,Personal,5,3,Hybrid,Diesel+Electric,Vehicle_Size,0,Hybrid
237,Ferrari CC6,Ferrari,Sedan,D,0,1053,527,10.4,236,1034,55452,0,0,177,314,397,5,471,1,4,Personal,10.06,4,Petrol,Petrol,Vehicle_Size,1,ICE
238,Kia OO-7,Kia,Hatchback,B,0.8,791,500,8.7,222,724,41712,0,0,171,280,552,5,505,1,3,Personal,8.92,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
239,Volkswagen PP-8,Volkswagen,SUV,C,0,864,540,11.1,212,1760,38351,0,0,138,190,464,6,476,1,5,Personal,10.31,4,Petrol,Petrol,Vehicle_Size,1,ICE
240,Mercedes-Benz A6 Pro,Mercedes-Benz,Crossover,C,1.3,900,500,9.4,244,1708,42449,0,0,195,286,360,6,564,1,4,Personal,8.28,3,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
241,Ford T33,Ford,Hatchback,C,0,908,496,9.8,221,715,40233,0,0,142,190,498,5,359,1,4,Personal,9.48,3,Petrol,Petrol,Vehicle_Size,1,ICE
242,Ford Z-Class,Ford,Sedan,A,0.8,817,477,10.8,191,976,29237,0,0,124,169,702,5,598,1,4,Commercial,7.08,2,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
243,Peugeot WW-66,Peugeot,Sedan,B,1.2,846,490,11.6,209,755,31061,0,0,102,158,467,5,426,0,4,Commercial,8.42,1,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
244,Koenigsegg HH7,Koenigsegg,Sedan,C,17.9,900,433,9.1,225,893,41170,47,0,143,238,666,5,600,1,3,Personal,5.47,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
245,Lexus W7x,Lexus,SUV,C,0,667,670,10.7,190,1930,34724,0,0,95,132,593,5,725,0,4,Commercial,12.81,2,Petrol,Petrol,Vehicle_Size,0,ICE
246,Mini K6 Pro,Mini,Crossover,D,0,1100,450,8.6,246,1336,59443,0,0,214,313,862,6,717,1,5,Commercial,7.79,7,Petrol,Petrol,Vehicle_Size,1,ICE
247,Lexus T1,Lexus,SUV,A,0,717,571,11.3,188,1795,27279,0,0,93,158,610,7,590,0,4,Personal,9.41,2,Diesel,Diesel,Vehicle_Size,0,ICE
248,Fiat E66,Fiat,Sedan,C,1.2,900,421,12.2,169,949,34903,0,0,70,120,501,5,439,0,4,Personal,7.24,2,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
249,Seat N4x,Seat,Hatchback,A,0,594,611,10.7,201,871,26433,0,0,109,152,526,5,339,0,4,Personal,11.66,3,Petrol,Petrol,Vehicle_Size,0,ICE
250,Fiat C9x,Fiat,Coupe,E,0,1100,495,7.5,250,617,73976,0,0,289,381,657,2,326,2,4,Personal,9.46,6,Petrol,Petrol,Vehicle_Size,2,ICE
251,Mazda G8x,Mazda,SUV,D,1.3,900,455,9.7,250,2003,53325,0,0,183,294,528,5,486,1,4,Personal,7.83,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
252,Mini 888,Mini,Hatchback,F,0.8,900,436,6.3,250,800,109197,0,0,364,569,608,5,374,3,3,Personal,7.49,8,Hybrid,Petrol+Electric,Vehicle_Size,3,Hybrid
253,Alfa Romeo C-Class,Alfa Romeo,Sedan,E,0,1026,600,7.2,250,1007,70827,0,0,242,314,650,5,486,2,4,Personal,11.46,5,Petrol,Petrol,Vehicle_Size,2,ICE
254,Peugeot 999,Peugeot,Coupe,C,1.2,900,356,11.4,194,385,35267,0,0,85,143,425,3,234,0,4,Personal,6.13,2,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
255,Peugeot B88,Peugeot,Wagon,D,0,1100,471,8.4,250,1082,60552,0,0,283,492,446,5,681,2,4,Personal,7.77,5,Diesel,Diesel,Vehicle_Size,2,ICE
256,Hyundai F4,Hyundai,Convertible,C,0,1022,450,10.9,239,202,43176,0,0,137,215,375,2,245,1,3,Personal,8.47,4,Petrol,Petrol,Vehicle_Size,1,ICE
257,Ford 555,Ford,Crossover,E,0,992,644,7.3,250,1446,77096,0,0,273,514,861,6,472,2,5,Personal,10.62,6,Diesel,Diesel,Vehicle_Size,2,ICE
258,Mercedes-Benz HH-5,Mercedes-Benz,SUV,C,1.7,900,500,10.4,204,1735,45501,0,0,145,192,499,7,628,1,5,Personal,7.62,3,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
259,BMW C8 Pro,BMW,SUV,C,1.4,900,312,10.8,232,1523,46446,0,0,158,219,637,6,658,1,4,Personal,5.36,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
260,Lexus M9,Lexus,Sedan,E,0,1100,486,9.5,250,1027,76464,0,0,271,478,579,5,535,2,3,Personal,8.01,6,Diesel,Diesel,Vehicle_Size,2,ICE
261,Audi F6,Audi,Crossover,D,0,890,589,10.3,223,1366,50074,0,0,148,206,646,5,506,1,4,Sports,11.25,1,Petrol,Petrol,Vehicle_Size,1,ICE
262,Ford N3x,Ford,Crossover,F,0,1100,450,6.4,250,1402,119458,0,0,403,629,790,5,529,3,5,Commercial,7.21,9,Diesel,Diesel,Vehicle_Size,3,ICE
263,Opel 999,Opel,Hatchback,A,0,828,475,9.8,218,831,30266,0,0,124,181,763,5,505,1,3,Personal,9.07,3,Petrol,Petrol,Vehicle_Size,1,ICE
264,Audi Q2x,Audi,Convertible,B,1.4,743,500,9.1,242,0,37460,0,0,161,243,704,4,191,1,3,Commercial,8.69,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
265,Rolls-Royce G3x,Rolls-Royce,SUV,C,0,925,518,10.5,223,1963,39189,0,0,154,306,681,7,560,1,3,Personal,8.55,2,Diesel,Diesel,Vehicle_Size,1,ICE
266,Audi KK-7,Audi,Hatchback,C,0,884,496,9.4,203,600,36963,0,0,115,183,448,5,364,0,4,Personal,9.48,2,Petrol,Petrol,Vehicle_Size,0,ICE
267,Citroën FF-55,Citroën,SUV,C,0,876,542,9.5,250,1782,42275,0,0,186,329,421,6,539,1,4,Personal,10.35,4,Petrol,Petrol,Vehicle_Size,1,ICE
268,Audi RR-8,Audi,Convertible,C,0.9,900,452,10.1,238,0,45900,0,0,194,297,550,2,295,1,5,Personal,7.77,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
269,Mercedes-Benz G-Class,Mercedes-Benz,MPV,D,0,1100,451,10,238,1040,54955,0,0,174,267,557,7,948,1,5,Commercial,8.62,4,Petrol,Petrol,Vehicle_Size,1,ICE
270,Volkswagen P22,Volkswagen,SUV,B,0,747,516,11.7,192,1709,26806,0,0,72,104,444,7,770,0,5,Personal,9.85,2,Petrol,Petrol,Vehicle_Size,0,ICE
271,Volkswagen U4x,Volkswagen,MPV,D,1.9,900,396,9.9,216,1101,57997,0,0,152,204,626,5,596,1,5,Commercial,6.8,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
272,Audi L8 Pro,Audi,Convertible,E,0,1004,609,8.1,250,0,76280,0,0,251,348,610,4,189,2,3,Personal,11.62,6,Petrol,Petrol,Vehicle_Size,2,ICE
273,Volkswagen PP-11,Volkswagen,Coupe,C,0,863,574,11.3,226,685,44256,0,0,150,230,590,3,359,1,4,Personal,9.47,2,Diesel,Diesel,Vehicle_Size,1,ICE
274,Toyota 888,Toyota,Coupe,C,0,689,684,9.8,250,384,47048,0,0,207,394,807,3,236,1,5,Personal,11.29,4,Diesel,Diesel,Vehicle_Size,1,ICE
275,Honda XX5,Honda,SUV,B,0,1043,450,10.2,220,1574,39309,0,0,170,288,614,7,745,1,3,Personal,7.24,5,Diesel,Diesel,Vehicle_Size,1,ICE
276,Seat U3x,Seat,Wagon,B,10.8,900,305,10.2,219,952,34155,33,0,142,186,372,5,524,1,4,Personal,5,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
277,Opel H3x,Opel,Crossover,D,0,1100,450,8.8,250,1552,55749,0,0,202,389,744,7,626,1,4,Personal,6.08,5,Diesel,Diesel,Vehicle_Size,1,ICE
278,Volvo P7x,Volvo,Wagon,C,0,869,573,11.2,219,992,41787,0,0,114,187,593,5,700,0,4,Personal,9.44,3,Diesel,Diesel,Vehicle_Size,0,ICE
279,Mini X22,Mini,Hatchback,A,0,575,615,10.1,213,679,27942,0,0,132,231,497,5,492,1,4,Personal,11.75,2,Petrol,Petrol,Vehicle_Size,1,ICE
280,Vauxhall X1x,Vauxhall,Wagon,F,0,1100,459,7.3,250,1436,111573,0,0,318,544,526,5,569,2,4,Sports,8.77,7,Petrol,Petrol,Vehicle_Size,2,ICE
281,Volkswagen FF-5,Volkswagen,MPV,D,0,803,700,9.3,250,1222,58787,0,0,214,311,730,7,538,1,4,Personal,13.7,4,Petrol,Petrol,Vehicle_Size,1,ICE
282,Renault K2 Pro,Renault,Sedan,D,0,774,700,8.7,250,939,63719,0,0,237,336,795,5,567,1,4,Personal,14.4,6,Petrol,Petrol,Vehicle_Size,1,ICE
283,Peugeot QQ-7,Peugeot,Pickup,C,0,972,494,11.1,235,2436,39568,0,0,137,284,502,4,0,1,4,Personal,8.15,2,Diesel,Diesel,Vehicle_Size,1,ICE
